Web Link,Organisation ID,URN,LAESTAB,School name,Region,Ofsted region,Local authority,Parliamentary constituency,Postcode,Type of education,Phase of education,Sixth form,Predecessor URN,Number of warning notices issued in 2017/18 academic year,Total number of pupils,Deprivation index,Inspection number,Inspection start date,Inspection end date,Publication date,Inspection type,Inspection type grouping,Event type grouping,Overall effectiveness,Category of concern,Outcomes for pupils,"Quality of teaching, learning and assessment",Effectiveness of leadership and management,"Personal development, behaviour and welfare",Early years provision (where applicable),16 - 19 study programmes,Previous inspection number,Previous inspection start date,Previous inspection end date,Previous publication date,Previous overall effectiveness,Previous category of concern,Previous outcomes for pupils,"Previous quality of teaching, learning and assessment",Previous effectiveness of leadership and management,"Previous personal development, behaviour and welfare",Previous early years provision (where applicable),Previous 16 - 19 study programmes,Provider open date - QA,Provider open reason - QA,Provider closed date - QA,Provider closed reason - QA,OB number on Roll,Withdrawn date,Previous withdrawn date
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/123166,1127495,123166,9313247,"St Nicolas Church of England Primary School, Abingdon",South East,South East,Oxfordshire,Oxford West and Abingdon,OX14 1HB,Voluntary Controlled School,Primary,Does not have a sixth form,NULL,,405,3,ITS426502,19/11/2013,20/11/2013,11/12/2013,S5 Inspection,S5 Inspection,Schools - S5,2,,2,2,2,9,9,9,ITS380610,02/11/2011,03/11/2011,24/11/2011,3,,3,3,3,9,2,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142350,1212468,142350,9313040,Finstock Church of England Primary School,South East,South East,Oxfordshire,Witney,OX7 3BN,Academy Converter,Primary,Does not have a sixth form,123095,,91,1,ITS426495,18/09/2013,19/09/2013,10/10/2013,S5 Inspection,S5 Inspection,Schools - S5,2,,2,2,2,9,9,9,ITS380593,23/02/2012,24/02/2012,16/03/2012,3,,3,3,2,9,8,9,01/10/2015,Academy Converter,NULL,Not recorded,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/123161,1127671,123161,9313242,Sunningwell Church of England Primary School,South East,South East,Oxfordshire,Oxford West and Abingdon,OX13 6RE,Voluntary Controlled School,Primary,Does not have a sixth form,NULL,,95,1,ITS433886,10/12/2013,11/12/2013,01/02/2014,S5 Inspection,S5 Inspection,Schools - S5,2,,2,2,2,9,9,9,ITS359375,17/11/2010,18/11/2010,08/12/2010,2,,2,2,2,9,2,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/123172,1127182,123172,9313253,St Francis Church of England Primary School,South East,South East,Oxfordshire,Oxford East,OX4 2QT,Voluntary Controlled School,Primary,Does not have a sixth form,NULL,,320,4,10012228,08/06/2016,09/06/2016,06/07/2016,Requires Improvement S5 Reinspection Visit 1,Requires Improvement S5 Reinspection Visit 1,Schools - S5,2,,2,2,2,2,2,9,ITS431039,27/03/2014,28/03/2014,29/04/2014,3,,3,3,3,9,9,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/123115,1120219,123115,9313141,Bletchingdon Parochial Church of England Primary School,South East,South East,Oxfordshire,Henley,OX5 3FD,Voluntary Aided School,Primary,Does not have a sixth form,NULL,,79,1,10002332,03/03/2016,04/03/2016,24/03/2016,Requires Improvement S5 Reinspection Visit 1,Requires Improvement S5 Reinspection Visit 1,Schools - S5,2,,2,2,2,2,2,9,ITS426498,10/10/2013,11/10/2013,07/11/2013,3,,3,3,2,9,9,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/123197,1120732,123197,9313752,Ewelme CofE Primary School,South East,South East,Oxfordshire,Henley,OX10 6HU,Voluntary Aided School,Primary,Does not have a sixth form,NULL,,80,1,ITS403518,27/09/2012,28/09/2012,03/11/2012,S5 Inspection,S5 Inspection,Schools - S5,2,,2,2,2,9,9,9,ITS314537,16/10/2007,16/10/2007,05/11/2007,2,,2,2,2,9,2,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/123002,1108947,123002,9312104,Great Tew County Primary School,South East,South East,Oxfordshire,Witney,OX7 4DB,Community School,Primary,Does not have a sixth form,NULL,,94,1,ITS314451,02/07/2008,03/07/2008,21/07/2008,S5 Inspection,S5 Inspection,Schools - S5,1,,1,1,1,9,2,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/123175,1125187,123175,9313256,Beckley Church of England Primary School,South East,South East,Oxfordshire,Henley,OX3 9UT,Voluntary Controlled School,Primary,Does not have a sixth form,NULL,,134,2,ITS449765,10/03/2015,11/03/2015,17/04/2015,S5 Inspection,S5 Inspection,Schools - S5,2,,2,2,2,9,2,9,ITS340299,01/12/2009,02/12/2009,12/01/2010,2,,1,2,2,9,2,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/123098,1125284,123098,9313064,Bloxham Church of England Primary School,South East,South East,Oxfordshire,Banbury,OX15 4HP,Voluntary Controlled School,Primary,Does not have a sixth form,NULL,,418,2,ITS380594,07/02/2012,08/02/2012,07/03/2012,S5 Inspection,S5 Inspection,Schools - S5,2,,2,2,2,9,8,9,ITS292579,28/11/2006,29/11/2006,14/12/2006,2,,2,2,2,9,2,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/123273,1121943,123273,9315200,Shenington Church of England Primary School,South East,South East,Oxfordshire,Banbury,OX15 6NF,Voluntary Aided School,Primary,Does not have a sixth form,NULL,,99,2,ITS359408,02/03/2011,03/03/2011,24/03/2011,S5 Inspection,S5 Inspection,Schools - S5,2,,2,2,2,9,2,9,ITS292631,01/05/2008,01/05/2008,22/05/2008,2,,2,2,2,9,2,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/123186,1120482,123186,9313453,Christopher Rawlins Church of England Voluntary Aided Primary School,South East,South East,Oxfordshire,Banbury,OX17 3NH,Voluntary Aided School,Primary,Does not have a sixth form,NULL,,233,1,ITS443883,18/09/2014,19/09/2014,10/10/2014,S5 Inspection,S5 Inspection,Schools - S5,2,,2,2,2,9,2,9,ITS359381,02/03/2011,03/03/2011,18/03/2011,2,,2,2,2,9,2,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/123153,1126404,123153,9313233,Long Wittenham (Church of England) Primary School,South East,South East,Oxfordshire,Wantage,OX14 4QJ,Voluntary Controlled School,Primary,Does not have a sixth form,NULL,,91,1,ITS431428,06/02/2014,07/02/2014,03/03/2014,S5 Inspection,S5 Inspection,Schools - S5,2,,2,2,2,9,9,9,ITS327858,27/04/2009,27/04/2009,15/05/2009,2,,2,2,2,9,2,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/123085,1111790,123085,9312602,Long Furlong Primary School,South East,South East,Oxfordshire,Oxford West and Abingdon,OX14 1XP,Community School,Primary,Does not have a sixth form,NULL,,221,1,ITS402130,27/02/2013,28/02/2013,21/03/2013,S5 Inspection,S5 Inspection,Schools - S5,2,,2,2,2,9,9,9,ITS340275,27/04/2010,28/04/2010,20/05/2010,3,,3,3,2,9,3,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/123201,1120795,123201,9313803,Goring Church of England Aided Primary School,South East,South East,Oxfordshire,Henley,RG8 0BG,Voluntary Aided School,Primary,Does not have a sixth form,NULL,,230,1,ITS444263,04/11/2014,05/11/2014,30/01/2015,S5 Inspection,S5 Inspection,Schools - S5,2,,2,2,2,9,2,9,ITS340305,24/11/2009,25/11/2009,05/03/2010,2,,2,2,2,9,2,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142508,1224367,142508,9313207,St Mary's Church of England Controlled Infant School,South East,South East,Oxfordshire,Witney,OX28 4AZ,Academy Converter,Primary,Does not have a sixth form,123137,,87,2,ITS448846,11/02/2015,12/02/2015,05/03/2015,S5 Inspection,S5 Inspection,Schools - S5,2,,2,2,2,9,2,9,ITS340288,19/05/2010,20/05/2010,14/06/2010,2,,2,2,2,9,3,9,01/12/2015,Academy Converter,NULL,Not recorded,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/144187,1253237,144187,9313004,Wroxton Church of England Primary School,South East,South East,Oxfordshire,Banbury,OX15 6QJ,Academy Converter,Primary,Does not have a sixth form,123091,,96,4,10002334,01/10/2015,02/10/2015,11/11/2015,Requires Improvement S5 Reinspection Visit 1,Requires Improvement S5 Reinspection Visit 1,Schools - S5,2,,2,2,2,2,2,9,ITS426494,19/09/2013,20/09/2013,11/10/2013,3,,3,3,3,9,9,9,01/04/2017,Academy Converter,NULL,Not recorded,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/140283,1145190,140283,9313232,Longcot and Fernham Church of England Primary School,South East,South East,Oxfordshire,Wantage,SN7 7SY,Academy Converter,Primary,Does not have a sixth form,123152,,129,1,ITS340293,14/10/2009,15/10/2009,05/03/2010,S5 Inspection,S5 Inspection,Schools - S5,1,,1,1,1,9,2,9,ITS292598,11/01/2007,12/01/2007,31/01/2007,3,,3,3,3,9,3,9,01/11/2013,Academy Converter,NULL,Not recorded,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/144568,1256010,144568,9313221,Brightwell-Cum-Sotwell Church of England Primary School,South East,South East,Oxfordshire,Wantage,OX10 0QH,Academy Converter,Primary,Does not have a sixth form,123144,,100,1,ITS402139,20/02/2013,21/02/2013,14/03/2013,S5 Inspection,S5 Inspection,Schools - S5,2,,2,2,2,9,9,9,ITS340291,21/06/2010,22/06/2010,13/07/2010,3,,3,3,2,9,2,9,01/09/2017,Academy Converter,NULL,Unknown,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/144525,1256012,144525,9313351,Bishop Loveday Church of England Primary School,South East,South East,Oxfordshire,Banbury,OX15 4BN,Academy Converter,Primary,Does not have a sixth form,123182,,402,1,10003547,26/01/2016,27/01/2016,23/02/2016,Maintained Academy and School Short inspection,Short inspection � converted,Schools - Short inspection Conversion,3,,3,3,3,2,2,9,ITS359380,06/07/2011,07/07/2011,08/09/2011,2,,2,2,2,9,2,9,01/06/2017,Academy Converter,NULL,Not recorded,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/123143,1123857,123143,9313216,St Michael's CofE Primary School,South East,South East,Oxfordshire,Oxford East,OX3 0EJ,Voluntary Aided School,Primary,Does not have a sixth form,NULL,,206,2,ITS380605,26/01/2012,27/01/2012,21/02/2012,S5 Inspection,S5 Inspection,Schools - S5,2,,2,2,2,9,8,9,ITS314512,24/09/2008,25/09/2008,16/10/2008,3,,3,3,2,9,2,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/123155,1126467,123155,9313235,Marcham Church of England (Voluntary Controlled) Primary School,South East,South East,Oxfordshire,Wantage,OX13 6PY,Voluntary Controlled School,Primary,Does not have a sixth form,NULL,,145,1,ITS431043,01/04/2014,02/04/2014,07/05/2014,S5 Inspection,S5 Inspection,Schools - S5,2,,2,2,2,9,9,9,ITS380609,12/03/2012,13/03/2012,17/04/2012,3,,3,3,3,9,8,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/123140,1127069,123140,9313211,St Andrew's Church of England Primary School,South East,South East,Oxfordshire,Oxford East,OX3 9ED,Voluntary Controlled School,Primary,Does not have a sixth form,NULL,,242,3,ITS403513,08/11/2012,09/11/2012,30/11/2012,S5 Inspection,S5 Inspection,Schools - S5,2,,2,2,2,9,9,9,ITS314511,18/09/2007,19/09/2007,09/10/2007,2,,2,2,2,9,2,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/123173,1127851,123173,9313254,Trinity Church of England Primary School,South East,South East,Oxfordshire,Henley,RG9 1HJ,Voluntary Controlled School,Primary,Does not have a sixth form,NULL,,283,1,10000696,01/11/2016,02/11/2016,30/11/2016,Maintained Academy and School Short inspection,Short inspection � converted,Schools - Short inspection Conversion,1,,1,1,1,1,1,9,ITS380614,19/01/2012,20/01/2012,10/02/2012,2,,2,2,2,9,8,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/123136,1124545,123136,9313206,Stoke Row Church of England School,South East,South East,Oxfordshire,Henley,RG9 5QS,Voluntary Aided School,Primary,Does not have a sixth form,NULL,,92,1,ITS448849,26/11/2014,27/11/2014,12/12/2014,S5 Inspection,S5 Inspection,Schools - S5,2,,2,2,2,9,2,9,ITS340287,26/04/2010,27/04/2010,19/05/2010,2,,2,2,2,9,2,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/141053,1144760,141053,9313147,Hanborough Manor CofE School,South East,South East,Oxfordshire,Witney,OX29 8DJ,Academy Converter,Primary,Does not have a sixth form,123120,,194,1,10032935,14/06/2017,14/06/2017,07/07/2017,Maintained Academy and School Short inspection,Short inspection � converted,Schools - Short inspection Conversion,2,,2,2,2,1,1,9,ITS402135,04/07/2013,05/07/2013,04/09/2013,2,,2,2,2,9,9,9,01/07/2014,Academy Converter,NULL,Not recorded,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/140278,1144096,140278,9313222,Buckland Church of England Primary School,South East,South East,Oxfordshire,Wantage,SN7 8RB,Academy Converter,Primary,Does not have a sixth form,123145,,116,1,10019403,19/10/2016,20/10/2016,24/11/2016,Maintained Academy and School Short inspection,Short inspection � converted,Schools - Short inspection Conversion,1,,1,1,1,1,1,9,ITS359371,10/03/2011,11/03/2011,01/04/2011,2,,2,2,2,9,2,9,01/11/2013,Academy Converter,NULL,Not recorded,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/143888,1249971,143888,9313655,Dr South's Church of England Primary School,South East,South East,Oxfordshire,Henley,OX5 2TQ,Academy Converter,Primary,Does not have a sixth form,123195,,117,1,ITS426612,23/10/2013,24/10/2013,18/11/2013,S5 Inspection,S5 Inspection,Schools - S5,2,,2,2,2,9,9,9,ITS314536,30/09/2008,30/09/2008,21/10/2008,2,,2,2,2,9,2,9,01/01/2017,Academy Converter,NULL,Not recorded,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/140983,1146305,140983,9313127,Standlake Church of England Primary School,South East,South East,Oxfordshire,Witney,OX29 7SQ,Academy Converter,Primary,Does not have a sixth form,123111,,141,1,ITS403510,21/02/2013,22/02/2013,15/03/2013,S5 Inspection,S5 Inspection,Schools - S5,2,,2,2,2,9,9,9,ITS314498,21/01/2008,22/01/2008,06/02/2008,2,,2,2,2,9,2,9,01/06/2014,Academy Converter,NULL,Not recorded,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/138289,1144102,138289,9314040,Burford School,South East,South East,Oxfordshire,Witney,OX18 4PL,Academy Converter,Secondary,Has a sixth form,123235,,1174,1,ITS449116,01/10/2014,02/10/2014,23/10/2014,S5 Inspection,S5 Inspection,Schools - S5,2,,2,2,1,9,9,2,ITS380627,01/02/2012,02/02/2012,27/02/2012,2,,2,2,2,9,9,9,01/07/2012,Academy Converter,NULL,Not recorded,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/122967,1137344,122967,9311005,Comper Foundation Stage School,South East,South East,Oxfordshire,Oxford East,OX4 3AJ,LA Nursery School,Nursery,Not applicable,NULL,,54,NULL,ITS449493,23/06/2015,24/06/2015,13/07/2015,S5 Inspection,S5 Inspection,Schools - S5,2,,2,2,2,9,2,9,ITS380558,01/02/2012,02/02/2012,27/02/2012,2,,2,2,2,9,2,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/123222,1121942,123222,9313853,Shellingford Church of England (Voluntary Aided) School,South East,South East,Oxfordshire,Wantage,SN7 7QA,Voluntary Aided School,Primary,Does not have a sixth form,NULL,,89,2,ITS395290,02/05/2012,03/05/2012,24/05/2012,S5 Inspection,S5 Inspection,Schools - S5,2,,2,2,2,9,8,9,ITS292615,21/11/2006,22/11/2006,08/12/2006,1,,2,2,1,9,2,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/122972,1137646,122972,9311017,Lydalls Nursery School,South East,South East,Oxfordshire,Wantage,OX11 7HX,LA Nursery School,Nursery,Not applicable,NULL,,96,NULL,10012603,24/01/2017,25/01/2017,29/03/2017,Maintained Academy and School Short inspection,Short inspection � converted,Schools - Short inspection Conversion,1,,1,1,1,1,9,9,ITS402123,19/06/2013,20/06/2013,11/07/2013,2,,2,2,2,9,9,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142200,1182401,142200,9312001,Hornton Primary School,South East,South East,Oxfordshire,Banbury,OX15 6BZ,Academy Converter,Primary,Does not have a sixth form,122991,,102,2,ITS426489,12/09/2013,13/09/2013,04/10/2013,S5 Inspection,S5 Inspection,Schools - S5,3,,3,3,2,9,9,9,ITS380561,19/10/2011,20/10/2011,10/11/2011,3,,3,3,3,9,2,9,01/08/2015,Academy Converter,NULL,Not recorded,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/123072,1116751,123072,9312583,Stockham Primary School,South East,South East,Oxfordshire,Wantage,OX12 9HL,Community School,Primary,Does not have a sixth form,NULL,,209,2,ITS426609,04/12/2013,05/12/2013,09/01/2014,S5 Inspection,S5 Inspection,Schools - S5,2,,2,2,2,9,9,9,ITS314480,27/11/2008,28/11/2008,19/12/2008,2,,2,2,2,9,1,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/122970,1137782,122970,9311011,Slade Nursery School,South East,South East,Oxfordshire,Oxford East,OX3 8QQ,LA Nursery School,Nursery,Not applicable,NULL,,104,NULL,ITS402122,20/02/2013,21/02/2013,14/03/2013,S5 Inspection,S5 Inspection,Schools - S5,1,,1,1,1,9,9,9,ITS340248,28/04/2010,29/04/2010,21/05/2010,2,,2,2,2,9,2,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/123167,1125281,123167,9313248,Blewbury Endowed Church of England Primary School,South East,South East,Oxfordshire,Wantage,OX11 9QB,Voluntary Controlled School,Primary,Does not have a sixth form,NULL,,152,1,ITS456213,03/06/2015,04/06/2015,02/07/2015,S5 Inspection,S5 Inspection,Schools - S5,2,,2,2,2,9,2,9,ITS380611,06/03/2012,07/03/2012,28/03/2012,2,,2,2,2,9,8,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/123142,1126592,123142,9313213,New Hinksey Church of England Primary School,South East,South East,Oxfordshire,Oxford East,OX1 4RQ,Voluntary Controlled School,Primary,Does not have a sixth form,NULL,,162,3,ITS448848,16/06/2015,17/06/2015,09/07/2015,S5 Inspection,S5 Inspection,Schools - S5,2,,2,2,2,9,2,9,ITS340290,24/09/2009,25/09/2009,16/10/2009,2,,2,2,2,9,2,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/123133,1125669,123133,9313200,Crowmarsh Gifford Church of England School,South East,South East,Oxfordshire,Henley,OX10 8EN,Voluntary Controlled School,Primary,Does not have a sixth form,NULL,,205,1,ITS403512,21/11/2012,22/11/2012,14/12/2012,S5 Inspection,S5 Inspection,Schools - S5,2,,2,2,2,9,9,9,ITS314509,24/06/2008,24/06/2008,11/07/2008,2,,2,2,2,9,2,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/123163,1127490,123163,9313244,"St Nicholas' Church of England Infants' School and Nursery Class, Wallingford",South East,South East,Oxfordshire,Wantage,OX10 8HX,Voluntary Controlled School,Primary,Does not have a sixth form,NULL,,172,2,ITS412398,10/07/2013,11/07/2013,09/09/2013,S5 Inspection,S5 Inspection,Schools - S5,2,,2,2,2,9,9,9,ITS314521,11/10/2007,11/10/2007,05/11/2007,1,,1,1,1,9,1,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/123040,1119511,123040,9312510,Woodcote Primary School,South East,South East,Oxfordshire,Henley,RG8 0QY,Community School,Primary,Does not have a sixth form,NULL,,195,1,ITS444227,10/12/2014,11/12/2014,12/01/2015,S5 Inspection,S5 Inspection,Schools - S5,2,,2,2,2,9,2,9,ITS340264,18/03/2010,19/03/2010,26/04/2010,2,,2,2,2,9,2,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/123119,1125276,123119,9313146,Bladon Church of England Primary School,South East,South East,Oxfordshire,Witney,OX20 1RW,Voluntary Controlled School,Primary,Does not have a sixth form,NULL,,86,1,ITS431430,27/02/2014,28/02/2014,21/03/2014,S5 Inspection,S5 Inspection,Schools - S5,2,,2,2,2,9,9,9,ITS327851,17/03/2009,17/03/2009,21/04/2009,2,,2,2,2,9,2,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/123176,1128110,123176,9313257,Wychwood Church of England Primary School,South East,South East,Oxfordshire,Witney,OX7 6BD,Voluntary Controlled School,Primary,Does not have a sixth form,NULL,,286,1,ITS359379,02/03/2011,03/03/2011,25/03/2011,S5 Inspection,S5 Inspection,Schools - S5,2,,2,2,2,9,2,9,ITS314524,06/11/2007,06/11/2007,27/11/2007,2,,2,2,2,9,2,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/144584,1256011,144584,9313237,North Hinksey Church of England Primary School,South East,South East,Oxfordshire,Oxford West and Abingdon,OX2 0LZ,Academy Converter,Primary,Does not have a sixth form,123156,,208,1,ITS431434,15/01/2014,16/01/2014,03/02/2014,S5 Inspection,S5 Inspection,Schools - S5,2,,2,2,2,9,9,9,ITS327859,01/04/2009,02/04/2009,05/05/2009,2,,2,2,2,9,2,9,01/10/2017,Academy Converter,NULL,Not recorded,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/123168,1126018,123168,9313249,Hagbourne Church of England Primary School,South East,South East,Oxfordshire,Wantage,OX11 9LR,Voluntary Controlled School,Primary,Does not have a sixth form,NULL,,204,2,ITS462386,04/06/2015,05/06/2015,30/06/2015,Requires Improvement S5 Reinspection Visit 1,Requires Improvement S5 Reinspection Visit 1,Schools - S5,2,,2,2,2,9,2,9,ITS413201,12/06/2013,13/06/2013,04/07/2013,3,,3,3,3,9,9,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/144547,1256009,144547,9312566,South Moreton Primary School,South East,South East,Oxfordshire,Wantage,OX11 9AG,Academy Converter,Primary,Does not have a sixth form,123064,,157,1,ITS426608,05/11/2013,06/11/2013,27/11/2013,S5 Inspection,S5 Inspection,Schools - S5,2,,2,2,2,9,9,9,ITS314474,25/11/2008,25/11/2008,15/12/2008,2,,2,2,2,9,1,9,01/06/2017,Academy Converter,NULL,Not recorded,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/144872,1258926,144872,9313022,"St Mary's Church of England Primary School, Banbury",South East,South East,Oxfordshire,Banbury,OX16 2EG,Academy Converter,Primary,Does not have a sixth form,123094,,206,3,10012303,12/10/2016,13/10/2016,24/11/2016,Requires Improvement S5 Reinspection Visit 2,Requires Improvement S5 Reinspection Visit 2,Schools - S5,2,,2,2,2,2,2,9,ITS442467,02/07/2014,03/07/2014,02/09/2014,3,,3,3,3,9,9,9,01/11/2017,Academy Converter,NULL,Not recorded,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/138490,1144451,138490,9314139,Didcot Girls' School,South East,South East,Oxfordshire,Wantage,OX11 7AJ,Academy Converter,Secondary,Has a sixth form,123260,,1280,2,10005569,24/11/2015,25/11/2015,15/12/2015,Maintained Academy and School Short inspection,Short inspection � converted,Schools - Short inspection Conversion,1,,1,1,1,2,9,2,ITS380632,25/01/2012,26/01/2012,21/02/2012,2,,2,2,2,9,9,9,01/08/2012,Academy Converter,NULL,Not recorded,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/123227,1123603,123227,9313858,"St Mary's Church of England (Aided) Primary School, Chipping Norton",South East,South East,Oxfordshire,Witney,OX7 5DH,Voluntary Aided School,Primary,Does not have a sixth form,NULL,,265,3,ITS453546,05/03/2015,06/03/2015,27/03/2015,Requires Improvement S5 Reinspection Visit 1,Requires Improvement S5 Reinspection Visit 1,Schools - S5,2,,2,2,2,9,1,9,ITS402146,20/02/2013,21/02/2013,14/03/2013,3,,3,3,3,9,9,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/142341,1212443,142341,9312251,Burford Primary School,South East,South East,Oxfordshire,Witney,OX18 4SG,Academy Converter,Primary,Does not have a sixth form,123014,,112,1,ITS406130,11/12/2012,12/12/2012,14/01/2013,S5 Inspection,S5 Inspection,Schools - S5,2,,2,2,2,9,9,9,ITS359344,26/01/2011,27/01/2011,22/02/2011,3,,3,3,3,9,2,9,01/10/2015,Academy Converter,NULL,Not recorded,NULL,NULL,NULL
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/123031,1117177,123031,9312456,Tetsworth Primary School,South East,South East,Oxfordshire,Henley,OX9 7AB,Community School,Primary,Does not have a sixth form,NULL,,64,1,ITS400385,05/06/2013,06/06/2013,27/06/2013,S5 Inspection,S5 Inspection,Schools - S5,2,,2,2,2,9,9,9,ITS340261,11/03/2010,11/03/2010,01/04/2010,3,,3,3,3,9,2,9,NULL,Not applicable,NULL,Not applicable,NULL,NULL,NULL
